,title,artist,songid,weekid,track_title,track_n,line,lyric
3489,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,10.0,On your own front door
3490,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,11.0,A pair of Hop-a-long boots and a pistol that shoots
3491,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,12.0,Is the wish of Bonny and Ben
3492,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,13.0,Dolls that will talk and go for a walk
3493,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,14.0,Is the hope of Janice and Jenn
3494,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,15.0,And mom and dad can hardly wait
3495,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,16.0,For school to start again
3496,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,17.0,It's beginning to look a lot like Christmas
3497,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,18.0,Everywhere you go
3498,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,19.0,There's a tree in the Grand Hotel
3499,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,20.0,One in the park as well
3500,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,21.0,The sturdy kind that doesn't mind the snow
3501,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,22.0,It's beginning to look a lot like Christmas
3502,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,23.0,Soon the bells will start
3503,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,24.0,And the thing that will make them ring
3504,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,25.0,Is the Carol that you sing
3505,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,26.0,Right within your heart
3506,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,27.0,A pair of Hop-a-long boots and a pistol that shoots
3507,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,28.0,Is the wish of Bonny and Ben
3508,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,29.0,Dolls that will talk and go for a walk
3509,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,30.0,Is the hope of Janice and Jenn
3510,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,31.0,And mom and dad can hardly wait
3511,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,32.0,For school to start again
3512,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,33.0,It's beginning to look a lot like Christmas
3513,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,34.0,Soon the bells will start
3514,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,35.0,And the thing that will make them ring
3515,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,36.0,Is the Carol that you sing
3516,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters,10,37.0,"Right within your heart, right within your heart"
3517,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,1.0,"The holly green, the ivy green"
3518,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,2.0,The prettiest picture you've ever seen
3519,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,3.0,Is Christmas in Killarney
3520,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,4.0,With all of the folks at home
3521,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,5.0,"It's nice, you know, to kiss your beau"
3522,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,6.0,While cuddling under the mistletoe
3523,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,7.0,"And Santa Claus you know, of course"
3524,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,8.0,Is one of the boys from home
3525,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,9.0,The door is always open
3526,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,10.0,The neighbors pay a call
3527,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,11.0,And Father John before he's gone
3528,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,12.0,Will bless the house and all
3529,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,13.0,How grand it feels to click your heels
3530,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,14.0,And join in the fun of the jigs and reels
3531,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,15.0,I'm handing you no blarney
3532,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,16.0,The likes you've never known
3533,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,17.0,Is Christmas in Killarney
3534,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Christmas in Killarney,11,18.0,With all of the folks at home
3535,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,1.0,Mele Kalikimaka is the thing to say
3536,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,2.0,On a bright Hawaiian Christmas Day
3537,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,3.0,That's the island greeting that we send to you
3538,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,4.0,From the land where palm trees sway
3539,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,5.0,Here we know that Christmas will be green and bright
3540,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,6.0,The sun to shine by day and all the stars at night
3541,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,7.0,Mele Kalikimaka is Hawaii's way to say Merry Christmas to you
3542,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,8.0,Mele Kalikimaka is the thing to say
3543,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,9.0,On a bright Hawaiian Christmas day
3544,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,10.0,That's the island greeting that we send to you
3545,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,11.0,From the land where palm trees sway
3546,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,12.0,Here we know that Christmas will be green and bright
3547,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,13.0,The sun to shine by day and all the stars at night
3548,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,14.0,Mele Kalikimaka is Hawaii's way to say Merry Christmas to you
3549,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,15.0,Here we know that Christmas will be green and bright
3550,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,16.0,The sun to shine by day and all the stars at night
3551,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,17.0,Mele Kalikimaka is Hawaii's way to say Merry Christmas to you
3552,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,18.0,Mele Kalikimaka is the thing to say
3553,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,19.0,On a bright Hawaiian Christmas Day
3554,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,20.0,That's the island greeting that we send to you
3555,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,21.0,From the land where palm trees sway
3556,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,22.0,Here we know that Christmas will be green and bright
3557,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,23.0,The sun to shine by day and all the stars at night
3558,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,24.0,Mele Kalikimaka is Hawaii's way to say Merry Christmas
3559,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/30/1961,Mele Kalikimaka (Ft. The Andrews Sisters),12,25.0,"A very Merry Christmas, a very, very, Merry, Merry Christmas to you"
3560,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Silent Night,1,1.0,"Silent night, holy night all is calm, all is bright"
3561,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Silent Night,1,2.0,"Round yon virgin, mother and child"
3562,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Silent Night,1,3.0,Holy infant so tender and mild
3563,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Silent Night,1,4.0,"Sleep in heavenly peace, sleep in heavenly peace"
3564,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Silent Night,1,5.0,"Silent night, holy night all is calm, all is bright"
3565,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Silent Night,1,6.0,"Round yon virgin, mother and child"
3566,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Silent Night,1,7.0,Holy infant so tender and mild
3567,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Silent Night,1,8.0,"Sleep in heavenly peace, sleep in heavenly peace"
3568,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,1.0,Adeste fideles
3569,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,2.0,Laeti triumphantes
3570,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,3.0,"Venite, venite in Bethlehem!"
3571,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,4.0,Natum videte
3572,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,5.0,Regem angelorum
3573,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,6.0,Venite adoremus
3574,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,7.0,Venite adoremus
3575,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,8.0,Venite adoremus
3576,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,9.0,Dominum
3577,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,10.0,Cantet nunc Io!
3578,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,11.0,Chorus angelorum;
3579,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,12.0,Cantet nunc aula caelestium
3580,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,13.0,"Gloria, gloria"
3581,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,14.0,In excelsis Deo
3582,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,15.0,Venite adoremus
3583,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,16.0,Venite adoremus
3584,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,17.0,Venite adoremus
3585,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Adeste Fideles,2,18.0,Dominum
3586,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,White Christmas,3,1.0,I'm dreaming of a white Christmas
3587,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,White Christmas,3,2.0,Just like the ones I used to know
3588,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,White Christmas,3,3.0,Where the treetops glisten and children listen
3589,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,White Christmas,3,4.0,To hear sleigh bells in the snow
3590,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,White Christmas,3,5.0,I'm dreaming of a white Christmas
3591,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,White Christmas,3,6.0,With every Christmas card I write
3592,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,White Christmas,3,7.0,"""May your days be merry and bright"
3593,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,White Christmas,3,8.0,"And may all your Christmases be white"""
3594,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,White Christmas,3,9.0,I'm dreaming of a white Christmas
3595,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,White Christmas,3,10.0,Just like the ones I used to know
3596,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,White Christmas,3,11.0,Where the treetops glisten and children listen
3597,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,White Christmas,3,12.0,To hear sleigh bells in the snow
3598,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,White Christmas,3,13.0,I'm dreaming of a white Christmas
3599,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,White Christmas,3,14.0,With every Christmas card I write
3600,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,White Christmas,3,15.0,"""May your days be merry and bright"
3601,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,White Christmas,3,16.0,"And may all your Christmases be white"""
3602,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,1.0,Bing Crosby/Max Terr's Mixed Chorus/John Scott Trotter Orchestra
3603,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,2.0,Written by: (See Notes) 1883
3604,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,3.0,"God rest you merry, gentlemen"
3605,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,4.0,Let nothing you dismay
3606,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,5.0,Remember Christ our Savior
3607,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,6.0,Was born on Christmas Day;
3608,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,7.0,To save us all from Satan's power
3609,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,8.0,When we were gone astray
3610,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,9.0,(Oh tidings of comfort and joy)
3611,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,10.0,(Comfort and joy)
3612,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,11.0,(Oh tidings of comfort and joy)
3613,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,12.0,(Comfort and joy)
3614,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,13.0,In Bethlehem in Jewry
3615,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,14.0,This blessed Babe was born
3616,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,15.0,And laid within a manger
3617,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,16.0,Upon this blessed morn
3618,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,17.0,The which His Mother Mary
3619,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,18.0,Did nothing take in scorn
3620,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,19.0,"(O tidings of comfort and joy,)"
3621,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,20.0,(Comfort and joy)
3622,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,21.0,(O tidings of comfort and joy)
3623,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,22.0,From God our Heavenly Father
3624,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,23.0,A blessed Angel came;
3625,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,24.0,And unto certain Shepherds
3626,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,25.0,Brought tidings of the same:
3627,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,26.0,How that in Bethlehem was born
3628,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,27.0,The Son of God by Name
3629,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,28.0,"(O tidings of comfort and joy,)"
3630,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,29.0,(Comfort and joy)
3631,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,God Rest Ye Merry Gentlemen,4,30.0,{O tidings of comfort and joy}
3632,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,1.0,Bing Crosby/Max Terr's Mixed Chorus/John Scott Trotter Orchestra
3633,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,2.0,Written by: Frederick W. Faber (Words 1849)/Henre F. Hemy & James G. Walton (Music 1964)
3634,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,3.0,"Faith of our fathers, living still"
3635,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,4.0,"In spite of dungeon, fire and sword;"
3636,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,5.0,O how our hearts beat high with joy
3637,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,6.0,Whene'er we hear that glorious Word!
3638,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,7.0,"(Faith of our fathers, holy faith!)"
3639,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,8.0,(We will be true to thee till death)
3640,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,9.0,"Our fathers, chained in prisons dark"
3641,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,10.0,Were still in heart and conscience free
3642,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,11.0,How sweet would be their children's fate
3643,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,12.0,"If they, like them, could die for thee"
3644,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,13.0,"(Faith of our fathers, holy faith!)"
3645,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,14.0,(We will be true to thee till death)
3646,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,15.0,"Faith of our fathers, we will love"
3647,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,16.0,Both friend and foe in all our strife;
3648,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,17.0,"And preach Thee, too, as love knows how"
3649,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,18.0,By kindly words and virtuous life
3650,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,19.0,"(Faith of our fathers, holy faith!)"
3651,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,Faith Of Our Fathers,5,20.0,{We will be true to thee till death}
3652,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,I'll Be Home For Christmas (If Only In My Dreams),6,1.0,I'll be home for Christmas
3653,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,I'll Be Home For Christmas (If Only In My Dreams),6,2.0,You can plan on me
3654,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,I'll Be Home For Christmas (If Only In My Dreams),6,3.0,Please have snow and mistletoe
3655,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,I'll Be Home For Christmas (If Only In My Dreams),6,4.0,And presents on the tree
3656,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,I'll Be Home For Christmas (If Only In My Dreams),6,5.0,Christmas Eve will find me
3657,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,I'll Be Home For Christmas (If Only In My Dreams),6,6.0,Where the love light gleams
3658,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,I'll Be Home For Christmas (If Only In My Dreams),6,7.0,I'll be home for Christmas
3659,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,I'll Be Home For Christmas (If Only In My Dreams),6,8.0,If only in my dreams
3660,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1/6/1962,I'll Be Home For Christmas (If Only In My Dreams),6,9.0,I'll be home for Christmas
